fecha,letra,total_cif
2021-02-01,C,2253463040
2021-02-01,D,20108212
2021-02-01,E,1200946
2021-02-01,F,17967940
2021-02-01,G,937956672
2021-02-01,H,86379400
2021-02-01,I,1470642
2021-02-01,J,55888232
2021-02-01,K,796354
2021-02-01,L,3039670
2021-02-01,M,6284647
2021-02-01,N,32465912
2021-02-01,P,290884
2021-02-01,Q,4745620
2021-02-01,R,994535
2021-02-01,S,8250606
2021-03-01,A,23585756
2021-03-01,B,99822392
2021-03-01,C,3351448064
2021-03-01,D,28354476
2021-03-01,E,1128247
2021-03-01,F,39360024
2021-03-01,G,1267500544
2021-03-01,H,26643036
2021-03-01,I,1953014
2021-03-01,J,53253108
2021-03-01,K,1490607
2021-03-01,L,563286
2021-03-01,M,9324098
2021-03-01,N,62981436
2021-03-01,P,-99
2021-03-01,Q,9366679
2021-03-01,R,1741131
2021-03-01,S,18392044
2021-04-01,A,32013234
2021-04-01,B,63276048
2021-04-01,C,2986209024
2021-04-01,D,16565982
2021-04-01,E,2778438
2021-04-01,F,14384233
2021-04-01,G,1046420544
2021-04-01,H,25433836
2021-04-01,I,1643595
2021-04-01,J,54405632
2021-04-01,K,-99
2021-04-01,L,464182
2021-04-01,M,7434216
2021-04-01,N,195596624
2021-04-01,P,-99
2021-04-01,Q,12119387
2021-04-01,R,69564
2021-04-01,S,13971191
2021-05-01,A,32574210
2021-05-01,B,85720208
2021-05-01,C,3076995072
2021-05-01,D,36157324
2021-05-01,E,517730
2021-05-01,F,20985728
2021-05-01,G,1226098560
2021-05-01,H,27634044
2021-05-01,I,651402
2021-05-01,J,46148828
2021-05-01,K,575259
2021-05-01,L,244265
2021-05-01,M,6620503
2021-05-01,N,539990272
2021-05-01,P,406174
2021-05-01,Q,7026512
2021-05-01,R,345183
2021-05-01,S,7292202
2021-05-01,Z,-99
2021-06-01,A,20627116
2021-06-01,B,98816384
2021-06-01,C,3352669440
2021-06-01,D,20220604
2021-06-01,E,2598010
2021-06-01,F,10653164
2021-06-01,G,1354757632
2021-06-01,H,38050416
2021-06-01,I,1214067
2021-06-01,J,52373320
2021-06-01,K,2426825
2021-06-01,L,374549
2021-06-01,M,8715134
2021-06-01,N,283339488
2021-06-01,P,204862
2021-06-01,Q,6235032
2021-06-01,R,832571
2021-06-01,S,6583285
2021-06-01,Z,-99
2021-07-01,A,22736156
2021-07-01,B,79585624
2021-07-01,C,3221523968
2021-07-01,D,31843344
2021-07-01,E,914019
2021-07-01,F,13904299
2021-07-01,G,1298788224
2021-07-01,H,46574544
2021-07-01,I,1222099
2021-07-01,J,50007816
2021-07-01,K,669529
2021-07-01,L,310944
2021-07-01,M,6857011
2021-07-01,N,186266992
2021-07-01,P,184612
2021-07-01,Q,6403019
2021-07-01,R,870286
2021-07-01,S,5175163
2021-07-01,Z,-99
2021-08-01,A,21351640
2021-08-01,B,67798576
2021-08-01,C,3257423104
2021-08-01,D,27797692
2021-08-01,E,618811
2021-08-01,F,14718985
2021-08-01,G,1263148672
2021-08-01,H,40011176
2021-08-01,I,1408219
2021-08-01,J,57182668
2021-08-01,K,-99
2021-08-01,L,885053
2021-08-01,M,8103054
2021-08-01,N,221060416
2021-08-01,P,266702
2021-08-01,Q,6731136
2021-08-01,R,8585440
2021-08-01,S,7865707
2021-08-01,Z,-99
2021-09-01,A,28777336
2021-09-01,B,82242200
2021-09-01,C,3402787584
2021-09-01,D,29948358
2021-09-01,E,817831
2021-09-01,F,19702944
2021-09-01,G,1426979456
2021-09-01,H,169653056
2021-09-01,I,1862247
2021-09-01,J,83539424
2021-09-01,K,2279506
2021-09-01,L,822024
2021-09-01,M,11757425
2021-09-01,N,13249148
2021-09-01,P,-99
2021-09-01,Q,7149911
2021-09-01,R,1746873
2021-09-01,S,6796830
2021-09-01,Z,-99
2021-10-01,A,28317120
2021-10-01,B,110141904
2021-10-01,C,3044094720
2021-10-01,D,41089744
2021-10-01,E,1520275
2021-10-01,F,16330812
2021-10-01,G,1298793984
2021-10-01,H,50930472
2021-10-01,I,1651421
2021-10-01,J,79689800
2021-10-01,K,457876
2021-10-01,L,1017274
2021-10-01,M,10801381
2021-10-01,N,14165150
2021-10-01,P,73701
2021-10-01,Q,4408208
2021-10-01,R,673798
2021-10-01,S,5787349
2021-10-01,Z,-99
2021-11-01,A,33116426
2021-11-01,B,119003776
2021-11-01,C,3307214848
2021-11-01,D,53281192
2021-11-01,E,701374
2021-11-01,F,17279372
2021-11-01,G,1467992576
2021-11-01,H,44484536
2021-11-01,I,1904822
2021-11-01,J,67401272
2021-11-01,K,2975991
2021-11-01,L,2287716
2021-11-01,M,10590344
2021-11-01,N,138189184
2021-11-01,P,206685
2021-11-01,Q,4891295
2021-11-01,R,680259
2021-11-01,S,10652114
2021-12-01,A,26052412
2021-12-01,B,109498288
2021-12-01,C,3421924096
2021-12-01,D,65545996
2021-12-01,E,1222610
2021-12-01,F,25049226
2021-12-01,G,1540986240
2021-12-01,H,62141136
2021-12-01,I,2303977
2021-12-01,J,107520080
2021-12-01,K,2743268
2021-12-01,L,1983035
2021-12-01,M,12584343
2021-12-01,N,195084800
2021-12-01,P,274472
2021-12-01,Q,5388297
2021-12-01,R,657702
2021-12-01,S,10856406
2021-12-01,Z,-99
2022-01-01,A,22110424
2022-01-01,B,106250792
2022-01-01,C,2922552832
2022-01-01,D,20968628
2022-01-01,E,621709
2022-01-01,F,16247294
2022-01-01,G,1563303168
2022-01-01,H,75580392
2022-01-01,I,1543977
2022-01-01,J,89715200
2022-01-01,K,1019051
2022-01-01,L,1576715
2022-01-01,M,10309304
2022-01-01,N,268876096
2022-01-01,P,-99
2022-01-01,Q,6120766
2022-01-01,R,1504723
2022-01-01,S,12793274
2022-01-01,Z,-99
2022-02-01,A,31020744
2022-02-01,B,310742912
2022-02-01,C,2944951552
2022-02-01,D,32023168
2022-02-01,E,388995
2022-02-01,F,19795028
2022-02-01,G,1377574656
2022-02-01,H,31412052
2022-02-01,I,2253854
2022-02-01,J,60213240
2022-02-01,K,715239
2022-02-01,L,2897917
2022-02-01,M,8170490
2022-02-01,N,321779968
2022-02-01,P,431881
2022-02-01,Q,7151594
2022-02-01,R,2082772
2022-02-01,S,5893917
2022-02-01,Z,-99
2022-03-01,A,32168212
2022-03-01,B,348611680
2022-03-01,C,3913157632
2022-03-01,D,32645646
2022-03-01,E,875026
2022-03-01,F,26151500
2022-03-01,G,1733545600
2022-03-01,H,117313304
2022-03-01,I,2998459
2022-03-01,J,76140336
2022-03-01,K,2426063
2022-03-01,L,1711991
2022-03-01,M,12296307
2022-03-01,N,416911200
2022-03-01,P,319320
2022-03-01,Q,6036846
2022-03-01,R,2904495
2022-03-01,S,8780543
2022-03-01,Z,-99
2022-04-01,A,50810040
2022-04-01,B,125967296
2022-04-01,C,3990151936
2022-04-01,D,71198440
2022-04-01,E,1311640
2022-04-01,F,19641120
2022-04-01,G,1582951680
2022-04-01,H,62930240
2022-04-01,I,2755820
2022-04-01,J,63697768
2022-04-01,K,1781131
2022-04-01,L,2424613
2022-04-01,M,9778722
2022-04-01,N,326979296
2022-04-01,P,47927
2022-04-01,Q,6647396
2022-04-01,R,1604764
2022-04-01,S,6951496
2022-05-01,A,25232798
2022-05-01,B,111895120
2022-05-01,C,4308860416
2022-05-01,D,62547444
2022-05-01,E,739006
2022-05-01,F,23816348
2022-05-01,G,1636091136
2022-05-01,H,145000096
2022-05-01,I,4759293
2022-05-01,J,58804024
2022-05-01,K,358796
2022-05-01,L,3991487
2022-05-01,M,8889739
2022-05-01,N,1180404736
2022-05-01,P,46253
2022-05-01,Q,6745538
2022-05-01,R,21542172
2022-05-01,S,6904577
2022-05-01,Z,-99
2022-06-01,A,25788322
2022-06-01,B,163061984
2022-06-01,C,4333363200
2022-06-01,D,113353480
2022-06-01,E,799290
2022-06-01,F,23548218
2022-06-01,G,1756284288
2022-06-01,H,124564392
2022-06-01,I,4683395
2022-06-01,J,69963432
2022-06-01,K,6137843
2022-06-01,L,2925064
2022-06-01,M,11680427
2022-06-01,N,612637504
2022-06-01,P,150586
2022-06-01,Q,6113827
2022-06-01,R,1273791
2022-06-01,S,13166631
2022-06-01,Z,-99
2022-07-01,A,27753440
2022-07-01,B,122951936
2022-07-01,C,3983498240
2022-07-01,D,71846792
2022-07-01,E,1641710
2022-07-01,F,23391972
2022-07-01,G,1599253760
2022-07-01,H,97387664
2022-07-01,I,2511159
2022-07-01,J,65420048
2022-07-01,K,1072149
2022-07-01,L,2712638
2022-07-01,M,9810616
2022-07-01,N,1627319424
2022-07-01,P,-99
2022-07-01,Q,7200367
2022-07-01,R,3628367
2022-07-01,S,7571093
2022-07-01,Z,589772
2022-08-01,A,35112592
2022-08-01,B,178661600
2022-08-01,C,4148809984
2022-08-01,D,101434224
2022-08-01,E,685526
2022-08-01,F,28816964
2022-08-01,G,1757411328
2022-08-01,H,29378448
2022-08-01,I,3547784
2022-08-01,J,71238984
2022-08-01,K,14589992
2022-08-01,L,2221726
2022-08-01,M,10835751
2022-08-01,N,809824640
2022-08-01,P,147337
2022-08-01,Q,9888089
2022-08-01,R,62222020
2022-08-01,S,14466956
2022-08-01,Z,87393
2022-09-01,A,30206634
2022-09-01,B,133108120
2022-09-01,C,4173052672
2022-09-01,D,80181352
2022-09-01,E,951452
2022-09-01,F,34380768
2022-09-01,G,1639740416
2022-09-01,H,154196880
2022-09-01,I,3076608
2022-09-01,J,87878064
2022-09-01,K,1946312
2022-09-01,L,2440377
2022-09-01,M,11838035
2022-09-01,N,602268032
2022-09-01,P,127976
2022-09-01,Q,8300378
2022-09-01,R,19344444
2022-09-01,S,10979755
2022-09-01,Z,-99
2022-10-01,A,29801868
2022-10-01,B,91671936
2022-10-01,C,3803170560
2022-10-01,D,110286464
2022-10-01,E,651748
2022-10-01,F,39049420
2022-10-01,G,1437799296
2022-10-01,H,213861280
2022-10-01,I,3268551
2022-10-01,J,58201440
2022-10-01,K,2007008
2022-10-01,L,1877685
2022-10-01,M,12879284
2022-10-01,N,16568164
2022-10-01,P,-99
2022-10-01,Q,7835843
2022-10-01,R,2013503
2022-10-01,S,9320525
2022-10-01,Z,-99
2022-11-01,A,40505476
2022-11-01,B,140470736
2022-11-01,C,3459161600
2022-11-01,D,89511144
2022-11-01,E,802873
2022-11-01,F,44506960
2022-11-01,G,1353877632
2022-11-01,H,118477424
2022-11-01,I,2664369
2022-11-01,J,97359280
2022-11-01,K,996915
2022-11-01,L,2053670
2022-11-01,M,9482948
2022-11-01,N,822330304
2022-11-01,P,124345
2022-11-01,Q,7695545
2022-11-01,R,1203073
2022-11-01,S,7729620
2022-11-01,Z,48346
2022-12-01,A,27625522
2022-12-01,B,125398504
2022-12-01,C,2984210432
2022-12-01,D,40902944
2022-12-01,E,400924
2022-12-01,F,33132748
2022-12-01,G,1213419392
2022-12-01,H,28909168
2022-12-01,I,4832247
2022-12-01,J,62602968
2022-12-01,K,630226
2022-12-01,L,3092273
2022-12-01,M,8553550
2022-12-01,N,715377536
2022-12-01,P,227006
2022-12-01,Q,8931731
2022-12-01,R,1765853
2022-12-01,S,9426182
2023-01-01,A,24949732
2023-01-01,B,125544320
2023-01-01,C,3132182528
2023-01-01,D,60918240
2023-01-01,E,496029
2023-01-01,F,48686368
2023-01-01,G,1147377792
2023-01-01,H,90434408
2023-01-01,I,4349312
2023-01-01,J,51012052
2023-01-01,K,1772134
2023-01-01,L,934968
2023-01-01,M,7448112
2023-01-01,N,799029376
2023-01-01,P,60595
2023-01-01,Q,7540808
2023-01-01,R,1938847
2023-01-01,S,6487867
2023-01-01,Z,-99
2023-02-01,A,19936726
2023-02-01,B,118049408
2023-02-01,C,3087249920
2023-02-01,D,31659580
2023-02-01,E,867835
2023-02-01,F,28645606
2023-02-01,G,963433408
2023-02-01,H,23335272
2023-02-01,I,2138819
2023-02-01,J,47769176
2023-02-01,K,-99
2023-02-01,L,920652
2023-02-01,M,7607966
2023-02-01,N,839655488
2023-02-01,Q,5579772
2023-02-01,R,1287411
2023-02-01,S,6820064
2023-02-01,Z,-99
2023-03-01,A,22752430
2023-03-01,B,188077072
2023-03-01,C,4418331648
2023-03-01,D,65099268
2023-03-01,E,796057
2023-03-01,F,47435180
2023-03-01,G,1326408448
2023-03-01,H,40797548
2023-03-01,I,2916653
2023-03-01,J,72167760
2023-03-01,K,2216780
2023-03-01,L,1713068
2023-03-01,M,9278042
2023-03-01,N,763252288
2023-03-01,P,78883
2023-03-01,Q,9522511
2023-03-01,R,5243142
2023-03-01,S,7314597
2023-03-01,Z,39526
2023-04-01,A,18191704
2023-04-01,B,170990864
2023-04-01,C,3971433984
2023-04-01,D,50793000
2023-04-01,E,702645
2023-04-01,F,45341436
2023-04-01,G,1108113920
2023-04-01,H,86304392
2023-04-01,I,3357286
2023-04-01,J,62638800
2023-04-01,K,25953
2023-04-01,L,650623
2023-04-01,M,9181189
2023-04-01,N,828320064
2023-04-01,P,349493
2023-04-01,Q,5389628
2023-04-01,R,1396010
2023-04-01,S,5583901
2023-05-01,A,26298354
2023-05-01,B,133612936
2023-05-01,C,4461944320
2023-05-01,D,59644024
2023-05-01,E,734855
2023-05-01,F,35392872
2023-05-01,G,1415834752
2023-05-01,H,31482560
2023-05-01,I,4436367
2023-05-01,J,86138944
2023-05-01,K,962388
2023-05-01,L,1934780
2023-05-01,M,9780332
2023-05-01,N,218390944
2023-05-01,P,67446
2023-05-01,Q,9326609
2023-05-01,R,1499338
2023-05-01,S,22889168
2023-06-01,A,25238322
2023-06-01,B,211704032
2023-06-01,C,4352251904
2023-06-01,D,52809624
2023-06-01,E,1344217
2023-06-01,F,24320376
2023-06-01,G,1262908544
2023-06-01,H,100084400
2023-06-01,I,4866662
2023-06-01,J,91867400
2023-06-01,K,2045312
2023-06-01,L,1334022
2023-06-01,M,21153476
2023-06-01,N,615169280
2023-06-01,P,-99
2023-06-01,Q,9859861
2023-06-01,R,1041134
2023-06-01,S,8608804
2023-06-01,Z,-99
2023-07-01,A,30318706
2023-07-01,B,194661680
2023-07-01,C,3925774080
2023-07-01,D,39402156
2023-07-01,E,4360770
2023-07-01,F,37780264
2023-07-01,G,1361161216
2023-07-01,H,74508016
2023-07-01,I,2901949
2023-07-01,J,68843072
2023-07-01,K,1718073
2023-07-01,L,899464
2023-07-01,M,22646016
2023-07-01,N,105756608
2023-07-01,P,-99
2023-07-01,Q,8705177
2023-07-01,R,2431301
2023-07-01,S,7782334
2023-08-01,A,24834566
2023-08-01,B,211767360
2023-08-01,C,4077027072
2023-08-01,D,134853728
2023-08-01,E,1298889
2023-08-01,F,30936636
2023-08-01,G,1506944512
2023-08-01,H,35308856
2023-08-01,I,3916806
2023-08-01,J,99704168
2023-08-01,K,1726540
2023-08-01,L,2827591
2023-08-01,M,11790471
2023-08-01,N,253078352
2023-08-01,P,335757
2023-08-01,Q,8229420
2023-08-01,R,3972125
2023-08-01,S,9218199
2023-08-01,Z,93346
2023-09-01,A,32088166
2023-09-01,B,256222928
2023-09-01,C,4027663360
2023-09-01,D,41740400
2023-09-01,E,2001948
2023-09-01,F,29548814
2023-09-01,G,1295645568
2023-09-01,H,97116600
2023-09-01,I,2919411
2023-09-01,J,78033640
2023-09-01,K,4231512
2023-09-01,L,2162629
2023-09-01,M,14642531
2023-09-01,N,160836656
2023-09-01,P,-99
2023-09-01,Q,7806034
2023-09-01,R,3458204
2023-09-01,S,11510523
2023-09-01,Z,49438
2023-10-01,A,34308980
2023-10-01,B,266171232
2023-10-01,C,3363154688
2023-10-01,D,105323264
2023-10-01,E,1304426
2023-10-01,F,24590220
2023-10-01,G,1333383296
2023-10-01,H,57030720
2023-10-01,I,4786401
2023-10-01,J,53337712
2023-10-01,K,261820
2023-10-01,L,1781056
2023-10-01,M,14953411
2023-10-01,N,162828928
2023-10-01,P,128460
2023-10-01,Q,9150534
2023-10-01,R,3068443
2023-10-01,S,4835553
2023-10-01,Z,161324
2023-11-01,A,35730224
2023-11-01,B,241123824
2023-11-01,C,3269433344
2023-11-01,D,156471888
2023-11-01,E,2793971
2023-11-01,F,21249772
2023-11-01,G,1202308352
2023-11-01,H,45221772
2023-11-01,I,2234275
2023-11-01,J,56641780
2023-11-01,K,1785483
2023-11-01,L,1464225
2023-11-01,M,16545420
2023-11-01,N,18455684
2023-11-01,P,78578
2023-11-01,Q,9189433
2023-11-01,R,11339066
2023-11-01,S,7452762
2023-11-01,Z,-99
